1	77727
2	77709
3	58129
4	79648
5	77793
6	57878
7	77317
8	77328
9	77500
10	57455
11	77609
12	77829
13	77480
14	77756
15	86857
16	77340
17	77290
18	55930
19	77864
20	77520
21	77551
22	77771
23	77728
24	77386
25	57894
26	77695
27	58333
28	77187
29	57895
30	58145
31	77560
32	77581
33	57982
34	86826
35	90065
36	77715
37	57529
38	58238
39	77323
40	57973
41	91029
42	58275
43	77735
44	58166
45	58151
46	57826
47	58019
48	77650
49	77570
50	91114
51	57956
52	78027
53	77887
54	57908
55	77474
56	77659
57	77795
58	77146
59	77906
60	77882
61	77781
62	57355
63	77454
64	57678
65	77732
66	77530
67	57970
68	78974
69	77860
70	58074
71	77536
72	77801
73	77775
74	77433
75	77512
76	77886
77	77893
78	-1
79	78117
80	77849
81	58011
82	77978
83	-1
84	77347
85	77412
86	57830
87	77363
88	77885
89	77891
90	77245
91	78077
92	77218
93	77486
94	77509
95	78002
96	77689
97	78019
98	77966
99	77910
100	78009
101	77451
102	77888
103	78140
104	58197
105	89260
106	78495
107	78010
108	57984
109	58082
110	55993
111	58247
112	78111
113	78112
114	77755
115	78113
116	57264
117	77248
118	77280
119	77429
120	77481
121	77998
122	58339
123	77918
124	77871
125	77674
126	77569
127	77698
128	84840
129	57942
130	77779
131	77223
132	58172
133	77778
134	78110
135	77904
136	77897
137	77935
138	57765
139	77861
140	77162
141	77926
142	77545
143	77776
144	57497
145	77463
146	77648
147	78063
148	56652
149	58020
150	77204
151	77896
152	77730
153	78132
154	77937
155	78167
156	77958
157	77878
158	78137
159	57561
160	78138
161	58228
162	88633
163	88475
164	77400
165	-1
166	77997
167	78191
168	78233
169	78006
170	77803
171	78005
172	77777
173	80674
174	78004
175	77707
176	78147
177	77945
178	77898
179	84626
180	77649
181	77338
182	77842
183	78074
184	77939
185	78093
186	78252
187	77262
188	77834
189	58264
190	84409
191	77751
192	78015
193	77956
194	78196
195	78244
196	78323
197	78254
198	77491
199	77846
200	77892
201	58175
202	80601
203	78012
204	78160
205	77957
206	77900
207	77902
208	77901
209	78490
210	77862
211	78238
212	77863
213	77665
214	57266
215	77848
216	77830
217	77330
218	57827
219	77944
220	78030
221	78073
222	78258
223	77946
224	81468
225	77923
226	78306
227	78150
228	77490
229	58258
230	57689
231	77943
232	80173
233	57777
234	78538
235	78540
236	77702
237	77452
238	91021
239	77673
240	78263
241	78043
242	77947
243	78302
244	78578
245	78539
246	78329
247	78168
248	58010
249	78109
