1	85594
2	83227
3	84187
4	84228
5	85996
6	83178
7	83322
8	84620
9	85177
10	86069
11	84729
12	55501
13	84870
14	81523
15	83997
16	85561
17	84352
18	83283
19	85244
20	83470
21	81862
22	83967
23	85064
24	86317
25	83693
26	83318
27	83988
28	80164
29	84695
30	85593
31	86033
32	85562
33	84864
34	84977
35	85302
36	84227
37	84621
38	85477
39	89430
40	83224
41	84995
42	83859
43	85194
44	84557
45	82024
46	85318
47	85269
48	84583
49	85866
50	83180
51	86383
52	85502
53	86135
54	85307
55	84584
56	89258
57	82543
58	85902
59	81261
60	84619
61	85928
62	84905
63	86049
64	86054
65	86059
66	90938
67	85997
68	83116
69	84763
70	84708
71	85907
72	85636
73	79921
74	84907
75	85654
76	86283
77	84000
78	87936
79	86055
80	85582
81	83999
82	87592
83	84622
84	85891
85	86694
86	86154
87	85980
88	86102
89	86344
90	85683
91	86079
92	85214
93	86075
94	85838
95	85784
96	83472
97	84435
98	84543
99	86805
100	86035
101	85821
102	86133
103	85789
104	85914
105	83223
106	86016
107	86256
108	85733
109	86001
110	89698
111	86574
112	43025
113	84133
114	86367
115	86376
116	85655
117	86012
118	86311
119	86138
120	91350
121	86345
122	79817
123	86070
124	85275
125	84645
126	84444
127	85548
128	85423
129	85391
130	83301
131	90287
132	46057
133	86412
134	84693
135	86254
136	86167
137	86248
138	48477
139	85298
140	85592
141	86149
142	86789
143	86810
144	85207
145	85511
146	84826
147	84507
148	86168
149	83996
150	86387
151	85972
152	83994
153	86606
154	85635
155	57269
156	86515
157	86439
158	85041
159	86478
160	83963
161	86922
162	86158
163	91108
164	88151
165	86136
166	86155
167	87242
168	85322
169	86973
170	85218
171	83977
172	86162
173	86034
174	86707
175	85778
176	86184
177	87574
178	86386
179	89829
180	88316
181	86366
182	83950
183	85735
184	84962
185	86300
186	86299
187	88568
188	82383
189	86683
190	86923
191	86851
192	86684
193	86124
194	86231
195	87237
196	87199
197	86406
198	86143
199	88424
200	85448
201	85107
202	85453
203	86604
204	-1
205	86050
206	86884
207	87226
208	87050
209	86685
210	90128
211	85591
212	87399
213	81935
214	86189
215	84998
216	87436
217	86261
218	87937
219	86250
220	46631
221	87368
222	83604
223	84985
224	87516
225	86717
226	86575
227	86255
228	87636
229	88656
230	86078
231	89167
232	87232
233	91265
234	86388
235	85936
236	87704
237	80504
238	86697
239	85425
240	85297
241	86080
242	86989
243	87430
244	86144
245	86211
246	86823
247	87352
248	84639
249	87031
250	86616
251	86688
252	86516
253	85402
254	86989
255	86060
256	86389
257	85393
258	86610
259	86679
260	91553
261	86417
262	86301
263	87556
264	86040
265	85316
266	85145
267	88423
268	84136
269	86411
270	86828
271	86992
272	87492
273	87495
274	86232
275	86696
276	87937
277	86949
278	87366
279	85042
280	86017
281	86925
282	89240
283	87080
284	86338
285	87333
286	86927
287	85499
288	86552
289	53174
290	86935
291	86048
292	86831
293	86092
294	90287
295	86573
296	86302
297	85003
298	86994
299	87537
300	88045
301	88088
302	86304
303	86500
304	86436
305	87653
306	86008
307	84134
308	86826
309	86101
310	86159
311	87600
312	86245
313	87916
314	86619
315	87318
316	87562
317	86705
318	87787
319	89017
320	87322

