1	83346
2	56502
3	82155
4	83321
5	80186
6	82589
7	82005
8	83225
9	81653
10	81289
11	83460
12	81861
13	85858
14	81041
15	82709
16	83702
17	79815
18	81505
19	83502
20	83801
21	83083
22	83811
23	81204
24	81438
25	81789
26	82365
27	82489
28	81638
29	83542
30	83229
31	84469
32	82315
33	83612
34	81592
35	83185
36	83404
37	83081
38	83455
39	82615
40	81866
41	88492
42	79946
43	83120
44	83735
45	82494
46	81676
47	83126
48	82848
49	82817
50	83495
51	83803
52	83445
53	81625
54	83256
55	82490
56	82366
57	81924
58	82394
59	83446
60	80572
61	87955
62	83703
63	83402
64	83596
65	83438
66	77788
67	83691
68	82570
69	86988
70	82940
71	80087
72	79813
73	83603
74	83925
75	82569
76	84849
77	91174
78	82672
79	91314
80	84468
81	82074
82	83636
83	83436
84	83437
85	83793
86	82912
87	80485
88	83456
89	91021
90	81516
91	81295
92	81260
93	82380
94	81834
95	82575
96	83467
97	82197
98	83303
99	84233
100	84509
101	77993
102	81855
103	83277
104	84409
105	81039
106	82435
107	84354
108	83901
109	84316
110	82632
111	83708
112	82939
113	84396
114	82031
115	84418
116	88213
117	82479
118	83447
119	82186
120	83897
121	84481
122	83856
123	83695
124	82582
125	82055
126	81884
127	84061
128	83898
129	83789
130	84338
131	82611
132	84205
133	83157
134	82556
135	82255
136	83740
137	83602
138	83471
139	83709
140	83694
141	83400
142	83687
143	81114
144	81531
145	79719
146	83801
147	79353
148	86232
149	84614
150	81388
151	83938
152	82812
153	84802
154	90251
155	79978
156	83935
157	83971
158	83972
159	81538
160	82620
161	85021
162	85722
163	83468
164	91448
165	83791
166	83973
167	84615
168	84282
169	-1
170	90605
171	81931
172	84443
173	86406
174	83796
175	83806
176	86634
177	82652
178	86070
179	85484
180	81864
181	82931
182	83118
183	84401
184	82348
185	84131
186	86526
187	82216
188	83287
189	83798
190	87975
191	83814
192	83990
193	84861
194	85501
195	81859
196	89260
197	83995
198	81166
199	84297
200	82951
201	83302
202	84756
203	85471
204	83799
205	83012
206	83903
207	83974
208	89285
209	83975
210	85388
211	82308
212	82994
213	83790
214	83704
215	83991
216	85473
217	84984
218	83278
219	83577
220	84355
221	85470
222	83952
223	90065
224	83274
225	89537
226	84685
227	85149
228	85007
229	85678
230	84239
231	85500
232	82276
233	84800
234	82811
235	85681
236	82705
237	84745
238	84450
239	84618
240	84629
241	83326
242	85122
243	89264
244	83442
245	84626
246	84132
247	85518
248	84011
249	83800
250	78783
251	84692
252	84188
253	83469
254	85516
