こんな,その,そんな,ちょっと,とう,とても,なく,もう,もっと,やっはり,よかっ,よく,キャスト,ストーリー,ラスト,人間,俳優,内容,印象,原作,台詞,好き,展開,役者,意味,描写,日本,映像,最後,最高,本当に,気持ち,演出,演技,物語,特に,素晴らしい,良かっ,良く,雰囲気,面白い,面白かっ
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3649982628505067,0.0,0.0,0.0,0.0,0.0,0.0,0.36735326733076357,0.7854855774377564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338880882811054,0.0
0.0,0.4123982163133026,0.0,0.0,0.0,0.0,0.15165824877375114,0.3268340532007906,0.1688680448880474,0.0,0.1655537203528866,0.0,0.0,0.0,0.2997079189682634,0.0,0.0,0.16774816952424337,0.0,0.17471155004971858,0.0,0.0,0.0,0.4871082100023908,0.0,0.0,0.0,0.0,0.1446698791201481,0.1644783446759441,0.0,0.0,0.15165824877375114,0.2764712965222353,0.29617779399764943,0.0,0.15257565601106615,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.29458124938836794,0.0,0.0,0.0,0.0,0.0,0.29064469636252865,0.0,0.0,0.0,0.0,0.0,0.2579188891649857,0.2741858844500059,0.0,0.0,0.5625255163962756,0.0,0.0,0.0,0.0,0.2794596571654481,0.0,0.0,0.28494029652295383,0.0,0.2489963871942436,0.0,0.28494029652295383,0.0,0.2610243145465566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5934485721922615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6139842501951122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5204249539321802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5633685830982319,0.0,0.5938525179574665,0.0,0.0,0.0,0.0,0.0,0.0,0.5744171189070425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6952471121391047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7187707931338301
0.0,0.0,0.0,0.0,0.3695619316672096,0.0,0.6637977647843395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553398772372515,0.38235024254441663,0.38773492208073834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.19088595150278198,0.0,0.0,0.18225569119698504,0.0,0.18225569119698504,0.0,0.0,0.0,0.0,0.0,0.17766994182603218,0.33425815574494544,0.17766994182603218,0.0,0.18708612694582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19759636891815605,0.0,0.18833510119734445,0.0,0.0,0.0,0.0,0.5074240952304316,0.0,0.0,0.0,0.17016453073845747,0.0,0.18833510119734445,0.0,0.5043888950188264,0.19088595150278198
0.0,0.0,0.0,0.26155212945458456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155212945458456,0.5628668581331139,0.0,0.0,0.0,0.0,0.0,0.26323968936754377,0.5628668581331139,0.0,0.22143669403454988,0.0,0.0,0.0,0.0,0.0,0.0,0.23304091888510575,0.0,0.0,0.0,0.0,0.0,0.2385484306973586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570950156579618,0.25057574638803004,0.2729167356262117,0.0,0.0,0.0,0.0,0.6486727367662599,0.0,0.0,0.0,0.0,0.0,0.5312345810277646,0.0,0.0,0.0,0.0,0.23854751886344214,0.21743473353937692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834569315952646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5687765271619717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5797165437720453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.40737789112083905,0.0,0.0,0.0,0.7219436743650232,0.0,0.40193401214591645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38895968268003506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3149591639115026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144409302903802,0.0,0.0,0.0,0.0,0.0,0.0,0.5298860227347472,0.16606240387913707,0.0,0.33672748105924044,0.0,0.0,0.3254650958701316,0.0,0.0,0.15953864303347245,0.1616533610975421,0.14614803679810612,0.13321312076480057,0.14270837058301253,0.0,0.14703211180069953,0.40644330001420087,0.0,0.1649366318629462,0.0,0.1649366318629462
0.0,0.0,0.0,0.0,0.0,0.5249246248357633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4756879397245257,0.0,0.0,0.45159737350778545,0.5424342674302012,0.0,0.0,0.0
