1	88814
2	81182
3	80729
4	80084
5	81258
6	79497
7	78978
8	81461
9	79811
10	81263
11	80081
12	80641
13	89955
14	80945
15	79762
16	91421
17	81363
18	83806
19	81089
20	80687
21	82158
22	80315
23	80503
24	81275
25	81276
26	81776
27	80470
28	80947
29	81224
30	81531
31	81920
32	80440
33	81001
34	79983
35	80626
36	81440
37	80085
38	79922
39	80660
40	80759
41	81451
42	80968
43	80082
44	81351
45	81448
46	81430
47	80758
48	81372
49	81273
50	79772
51	85216
52	81513
53	80629
54	87932
55	86936
56	81493
57	81441
58	80317
59	80483
60	81227
61	80691
62	79922
63	81183
64	91375
65	80402
66	80674
67	81464
68	81501
69	79816
70	80088
71	79556
72	81333
73	81455
74	91424
75	91523
76	81381
77	82362
78	81049
79	81914
80	91657
81	80976
82	80334
83	81428
84	81686
85	79809
86	80719
87	88439
88	81798
89	81203
90	81895
91	79848
92	80716
93	81563
94	80502
95	84352
96	91530
97	82123
98	80330
99	81785
100	81334
101	80765
102	90988
103	79351
104	82253
105	86131
106	88450
107	80446
108	81532
109	82079
110	81171
111	81762
112	81618
113	81648
114	80518
115	80293
116	81018
117	81852
118	86141
119	81223
120	81578
121	81044
122	81002
123	80571
124	80007
125	80232
126	81382
127	81597
128	80441
129	81856
130	81809
131	81588
132	80655
133	77790
134	91392
135	80340
136	81799
137	81500
138	81818
139	90689
140	81502
141	90683
142	79352
143	82163
144	80086
145	80987
146	81928
147	82176
148	80686
149	82240
150	84762
151	81504
152	83981
153	80599
154	86390
155	81503
156	80973
157	81191
158	81487
159	81791
160	81790
161	81151
162	81383
163	82304
164	81977
165	82328
166 78671
167	90466
168	82311
169	82585
170	82256
171	81238
172	82475
173	80439
174	81800
175	80296
176	87430
177	81511
178	85586
179	82350
180	81771
181	79795
182	90692
183	82693
184	82766
185	81853
186	81272
187	81735
188	81052
189	82610
190	82395
191	82279
192	81995
193	90542
194	82181
195	80517
196	81955
197	79814
198	80679
199	81536
200	81710
201	86707
202	81504
203	88645
204	81515
205	80548
206	82121
207	81492
208	85882
209	80556
210	81498
211	85721
212	81367
213	81542
214	82327
215	81624
216	81468
217	82195
218	82534
219	81270
220	89260
221	82663
222	82188
223	81900
224	90348
225	81857
226	82142
227	82097
228	81958
229	82437
230	81541
231	89622
232	82226
233	81760
234	81823
235	81877
236	82361
237	82239
238	82545
239	81792
240	82261
241	81622
242	82386
243	79208
244	81189
245	80609
246	81409
247	81020
248	81960
249	81045
250	91026
251	79810
252	83398
253	82618
254	91382
255	81458
256	80331
257	85784
258	80717
259	81278
260	82309
261	78660
262	81593
263	79818
264	81867
265	81535
266	82855
267	89255
268	78967
269	80743
270	81858
271	82167
272	79893
273	81288
274	83415
275	82856
276	82015
277	85678
278	90899
279	81793
280	81607
281	78626
282	81506
283	83734
284	81860
285	81473
286	83013
287	82844
288	82488
289	80083
290	82696
